antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Weather_Rain,Temp_Mild,0.02374,0.32674,0.01122,0.47262005054759904,1.4464713550455992,1.0,0.0034631924000000014,1.2766128115015976,0.3161682587040587,0.03307198019218299,0.21667713891750448,0.2534796402581908
"Incident_Trespassing, Temp_Hot, Priority_Priority2","Weather_Clear, Weekday",0.02524,0.29422,0.01066,0.4223454833597464,1.435475098089003,1.0,0.0032338872000000005,1.221802962962963,0.3112217664662845,0.034520725388601035,0.1815374243528386,0.22928843741775642
"Incident_Trespassing, Priority_Priority2, Temp_Warm",Time_Morning,0.03812,0.23182,0.01268,0.33263378803777544,1.4348795964014125,1.0,0.0038430215999999996,1.1510621698113206,0.315088590311901,0.049288657389411496,0.13123719445673598,0.19366569912629863
"Temp_Hot, Weekday, Time_Morning",Weather_Clear,0.02436,0.4202,0.0146,0.5993431855500821,1.426328380652266,1.0,0.0043639279999999996,1.4471237704918034,0.30636216030727703,0.03395664712996558,0.3089741040877581,0.31704427245138567
"Incident_Trespassing, Temp_Warm",Time_Morning,0.04062,0.23182,0.01338,0.32939438700147705,1.4209058191764172,1.0,0.003963471599999999,1.1455018942731277,0.3087656480684881,0.05164826681077742,0.12702021271248543,0.19355579068821158
"Weather_Partly Cloudy, Time_Night","Temp_Mild, Weekday",0.07364,0.22678,0.0237,0.321835958718088,1.419154946283129,1.0,0.0069999208,1.140166615939127,0.3188342631556605,0.08564614050303555,0.12293520436368434,0.2131712644811888
"Weather_Drizzle, Priority_Priority3",Temp_Warm,0.02228,0.37422,0.01182,0.5305206463195691,1.4176704781133267,1.0,0.0034823783999999997,1.3329233652007646,0.3013311192661845,0.030726837891234274,0.2497693219974577,0.281053172285967
"Incident_Trespassing, Temp_Mild, Priority_Priority2",Time_Morning,0.03092,0.23182,0.01014,0.3279430789133247,1.414645323584353,1.0,0.0029721256,1.1430281809432146,0.3024611317234614,0.040142517814726844,0.1251309314396687,0.18584195615927646
"Weather_Drizzle, Priority_Priority2",Temp_Warm,0.05942,0.37422,0.0314,0.5284416021541568,1.4121148045378569,1.0,0.009163847599999997,1.3270466666666665,0.3102790621263231,0.07806284805091486,0.24644699759365402,0.30617473191989814
"Weather_Clear, Priority_Priority3, Weekday",Temp_Hot,0.05486,0.22036,0.01706,0.31097338680277065,1.4112061481338294,1.0,0.0049710503999999996,1.1315092698412699,0.3082996245542787,0.06608304927176945,0.11622465086805532,0.19419607804469627
"Incident_Trespassing, Temp_Hot","Weather_Clear, Weekday",0.02698,0.29422,0.0112,0.4151223128243143,1.4109248617507795,1.0,0.0032619443999999994,1.2067138403041824,0.299320708427664,0.03612903225806451,0.17130311545285257,0.22659453279717515
Weather_Drizzle,Temp_Warm,0.11254,0.37422,0.05938,0.5276346188022036,1.4099583635353632,1.0,0.017265281200000003,1.3247795560571858,0.3276307646353572,0.13893958538069168,0.24515743360638506,0.3431556665172367
"Priority_Priority0, Time_Night",Weekend,0.0277,0.29176,0.01138,0.4108303249097473,1.408110518610321,1.0,0.0032982479999999984,1.2020985294117648,0.2980854376239405,0.036938457543495194,0.16812143469692095,0.2249174931376266
"Priority_Priority2, Incident_Crashes","Time_Afternoon, Weekday",0.03482,0.21502,0.01054,0.3026995979322229,1.407774150926532,1.0,0.0030530036000000023,1.1257414991762769,0.3001085658413434,0.04404513163393231,0.11169660110094895,0.17585914693374238
"Weather_Clear, Incident_Traffic",Time_Afternoon,0.02624,0.29636,0.01092,0.41615853658536583,1.4042331508481773,1.0,0.003143513599999999,1.2051901827676241,0.29562473893725943,0.035035934291581104,0.17025543827151074,0.226502807231811
"Weather_Drizzle, Time_Afternoon, Weekday",Temp_Warm,0.02484,0.37422,0.01302,0.5241545893719807,1.400658942258513,1.0,0.0037243751999999995,1.315090964467005,0.29333680891407066,0.03372707491451663,0.23959632677934845,0.27947347874884104
"Temp_Hot, Time_Morning",Weather_Clear,0.03352,0.4202,0.01972,0.5883054892601433,1.400060659828994,1.0,0.005634896,1.4083257971014493,0.2956556092890904,0.045437788018433185,0.2899370287342933,0.3176177612888056
Incident_Traffic,"Time_Afternoon, Weekday",0.06348,0.21502,0.01908,0.30056710775047263,1.3978565145124762,1.0,0.005430530400000001,1.1223092432432433,0.3039112818847348,0.07354868552925758,0.10897998388554185,0.1946515196458623
"Weather_Drizzle, Time_Afternoon","Weekday, Temp_Warm",0.0347,0.26952,0.01302,0.37521613832853024,1.3921643600791416,1.0,0.003667656,1.169172324723247,0.29182016908379765,0.04471153846153846,0.14469408926805696,0.21176212081163823
"Incident_Trespassing, Temp_Mild",Time_Morning,0.03282,0.23182,0.01056,0.32175502742230344,1.3879519774924658,1.0,0.002951667599999999,1.1325996226415094,0.28899892188912835,0.04156171284634761,0.1170754607283494,0.1836538056618031
"Temp_Hot, Priority_Priority1","Weather_Clear, Weekday",0.03674,0.29422,0.015,0.40827436037016873,1.38764992308534,1.0,0.0041903572,1.19274872125115,0.29001219469994255,0.0474743638435245,0.16160044258858106,0.22962830927216207
"Temp_Hot, Priority_Priority2, Time_Morning",Weather_Clear,0.01748,0.4202,0.01018,0.5823798627002289,1.3859587403622773,1.0,0.002834904,1.3883430136986303,0.2834321943645653,0.023812865497076022,0.27971690703730406,0.30330321074088074
"Priority_Priority2, Weekday, Incident_Traffic",Time_Afternoon,0.02462,0.29636,0.01008,0.4094232331437856,1.3815063879868592,1.0,0.0027836168000000003,1.1914454470426412,0.2831229472794812,0.03242200064329366,0.16068335106558124,0.22171796020801104
"Temp_Hot, Time_Evening, Priority_Priority2","Weather_Clear, Weekday",0.0313,0.29422,0.01272,0.40638977635782747,1.3812445665074689,1.0,0.0035109140000000004,1.1889620021528526,0.2849336756192083,0.04066496163682865,0.15893022805665713,0.22481136564475562
"Weather_Drizzle, Time_Afternoon",Temp_Warm,0.0347,0.37422,0.01792,0.5164265129682997,1.3800077841064071,1.0,0.004934565999999998,1.2940742550655542,0.2852651054076452,0.0458312020460358,0.22724681672201041,0.282156391538396
"Time_Night, Priority_Priority2, Weekday, Temp_Warm",Weather_Clear,0.02222,0.4202,0.01288,0.5796579657965797,1.3794811180308892,1.0,0.0035431560000000004,1.3793528907922912,0.28134115194910414,0.029985565954276667,0.27502236253290735,0.30515501811961304
"Weekday, Incident_Traffic",Time_Afternoon,0.04698,0.29636,0.01908,0.4061302681992337,1.3703950202430615,1.0,0.005157007199999999,1.1848389677419355,0.28360726556254334,0.05884167026460247,0.15600345091130932,0.23525571312512636
"Priority_Priority0, Temp_Hot, Weekday",Weather_Clear,0.01888,0.4202,0.01082,0.573093220338983,1.3638582111827295,1.0,0.002886623999999999,1.3581419354838709,0.2719197977218385,0.025265025918834352,0.26369993159534844,0.29942143168305646
"Time_Night, Priority_Priority2, Temp_Warm",Weather_Clear,0.03362,0.4202,0.01924,0.5722784057108864,1.3619190997403292,1.0,0.005112876000000001,1.355554659248957,0.2749870608269996,0.04427263104606746,0.26229459418917966,0.3090330629220781
"Weather_Clear, Priority_Priority3",Temp_Hot,0.077,0.22036,0.0231,0.3,1.3614086041023779,1.0,0.00613228,1.1137714285714286,0.28761285662694114,0.08422664624808575,0.10214971012262068,0.20241423125794156
"Priority_Priority2, Weekday, Incident_Crashes",Time_Afternoon,0.02614,0.29636,0.01054,0.40321346595256313,1.3605529287102278,1.0,0.0027931496,1.1790480512820514,0.27211786692373946,0.03378638286959867,0.1518581461437143,0.21938915975452425
"Weather_Clear, Temp_Cold",Time_Morning,0.03552,0.23182,0.01116,0.31418918918918914,1.3553152842256455,1.0,0.002925753599999999,1.1201048275862069,0.27181932344399956,0.04356311968147396,0.10722641723188464,0.18116499404244205
"Priority_Priority0, Time_Night",Temp_Mild,0.0277,0.32674,0.01226,0.44259927797833937,1.3545916569086718,1.0,0.0032093020000000007,1.2078563471502592,0.2692277556504406,0.03582909579753346,0.17208697676728069,0.2400607334373548
"Time_Night, Weekday, Temp_Warm",Weather_Clear,0.04466,0.4202,0.02542,0.5691894312583968,1.3545678992346426,1.0,0.006653868,1.3458351351351352,0.273993760395107,0.05784634989987257,0.2569669390451825,0.31484221681910796
"Incident_Trespassing, Priority_Priority2, Weekday",Time_Morning,0.07678,0.23182,0.0241,0.3138838239124772,1.353998032579058,1.0,0.0063008604,1.1196063097949887,0.2831898026760209,0.08471001757469244,0.10682889936274989,0.20892189642694864
"Temp_Hot, Weekday, Priority_Priority1",Weather_Clear,0.02638,0.4202,0.015,0.5686125852918877,1.3531951101663202,1.0,0.003915123999999999,1.3440355008787344,0.2680802229480358,0.034756012790212704,0.25597203396324203,0.30215493614903766
"Priority_Priority0, Temp_Hot","Weather_Clear, Weekday",0.02722,0.29422,0.01082,0.39750183688464363,1.3510360848502605,1.0,0.0028113315999999996,1.1714226585365857,0.2670977197086582,0.034833558689073466,0.14633715447397722,0.21713851955713387
"Temp_Hot, Time_Evening","Weather_Clear, Weekday",0.06286,0.29422,0.02486,0.39548202354438433,1.344171108505147,1.0,0.006365330800000003,1.167508705263158,0.2732218192971407,0.07482993197278913,0.14347533727844985,0.23998830971250895
"Weather_Partly Cloudy, Time_Night, Temp_Warm",Weekend,0.02582,0.29176,0.0101,0.3911696359411309,1.340724005830583,1.0,0.0025667567999999993,1.1632796946564887,0.2608700000345555,0.03284766488877325,0.14036151013940315,0.21289356488583827
Temp_Hot,"Weather_Clear, Weekday",0.22036,0.29422,0.0869,0.3943546923216555,1.3403395157421505,1.0,0.022065680800000015,1.1653355372396224,0.3256892635643882,0.2031893004115226,0.14187805310671242,0.3448559540052979
"Priority_Priority2, Incident_Traffic",Time_Afternoon,0.03214,0.29636,0.01276,0.3970130678282514,1.3396310832374525,1.0,0.0032349896,1.1669241279669764,0.2619447344874291,0.040412998036359025,0.14304625636440707,0.22003440542175157
"Priority_Priority0, Temp_Hot",Weather_Clear,0.02722,0.4202,0.01532,0.5628214548126378,1.3394132670457823,1.0,0.0038821559999999995,1.3262315966386555,0.26049511569141803,0.03545475584355473,0.2459838820500824,0.299640141970812
"Time_Night, Priority_Priority3",Temp_Mild,0.0257,0.32674,0.01124,0.43735408560311284,1.338538549314785,1.0,0.0028427820000000003,1.1965962655601659,0.25958795857816347,0.03294255568581478,0.16429623860486717,0.2358772631602514
"Temp_Hot, Time_Evening, Weekday",Weather_Clear,0.0442,0.4202,0.02486,0.5624434389140271,1.3385136575774086,1.0,0.0062871599999999965,1.3250858324715615,0.26459788121705013,0.056559129999544974,0.24533190568131621,0.3108028712894743
"Temp_Hot, Time_Evening, Priority_Priority2, Weekday",Weather_Clear,0.02264,0.4202,0.01272,0.5618374558303887,1.3370715274402396,1.0,0.0032066720000000007,1.3232532258064515,0.25793653857934845,0.029573142378871015,0.2442867468616569,0.2960543776058179
Incident_Traffic,Time_Afternoon,0.06348,0.29636,0.02514,0.3960302457466919,1.3363147717191655,1.0,0.006327067200000001,1.165025226917058,0.2687324535754009,0.07511204063340304,0.14164948801474028,0.24042975372771225
"Temp_Hot, Priority_Priority2","Weather_Clear, Weekday",0.1121,0.29422,0.04402,0.39268510258697586,1.3346648854155934,1.0,0.011037937999999997,1.16213187426557,0.28240595877361535,0.1215015180789401,0.13951245797128833,0.27115051812103197
"Weather_Clear, Time_Night, Priority_Priority2, Weekday",Temp_Warm,0.0258,0.37422,0.01288,0.4992248062015504,1.3340409550573202,1.0,0.003225124000000001,1.249622600619195,0.2570291789026448,0.03326961822596477,0.1997583914499511,0.2668215314210146
"Priority_Priority0, Incident_Traffic",Time_Afternoon,0.02922,0.29636,0.01154,0.3949349760438056,1.3326190310561667,1.0,0.0028803608000000005,1.1629163348416292,0.25711076618944206,0.03674691122150044,0.1400929112100017,0.2169370520656334
"Weather_Clear, Incident_Crashes",Time_Afternoon,0.03132,0.29636,0.01236,0.3946360153256705,1.3316102555192013,1.0,0.003078004799999999,1.1623420253164558,0.25708130090753056,0.039198274768489146,0.13966803383217338,0.21817102426426593
"Incident_Trespassing, Weekday",Time_Morning,0.0817,0.23182,0.02518,0.3082007343941249,1.3294829367359369,1.0,0.006240306000000001,1.1104088110403396,0.2698768150596334,0.08732746063674827,0.09943077715395465,0.20840974516272545
"Weather_Partly Cloudy, Incident_Crashes",Time_Afternoon,0.03176,0.29636,0.0125,0.3935768261964736,1.3280362606170657,1.0,0.0030876064000000016,1.1603118587746626,0.25511083202511786,0.03960458779545022,0.13816273406354612,0.21787762891683582
"Time_Night, Temp_Warm",Weather_Clear,0.07026,0.4202,0.0392,0.5579276971249644,1.3277670088647415,1.0,0.009676747999999995,1.3115501609787505,0.26551059040864167,0.08686788104418738,0.2375434583045263,0.3256083035839006
"Temp_Hot, Priority_Priority2, Time_Evening",Weather_Clear,0.0313,0.4202,0.01742,0.5565495207667732,1.324487198397842,1.0,0.004267740000000001,1.3074740634005766,0.2529067979302098,0.04013085145595282,0.23516647251944325,0.29900298503831285
"Weekday, Incident_Crashes",Time_Afternoon,0.05586,0.29636,0.02192,0.3924095954171142,1.324097703526502,1.0,0.005365330399999996,1.1580828049499117,0.2592504529283126,0.06636391159551921,0.13650388752361173,0.2331868465680523
"Temp_Hot, Incident_Disturbance, Weekday",Weather_Clear,0.02002,0.4202,0.01112,0.5554445554445554,1.3218575807819024,1.0,0.0027075959999999996,1.3042242696629212,0.24846307977801924,0.025914705196923793,0.23326070273293442,0.2909540721059045
"Priority_Priority2, Incident_Crashes",Time_Afternoon,0.03482,0.29636,0.01364,0.3917288914417002,1.3218008214391288,1.0,0.003320744799999999,1.1567868177525968,0.25223933736335563,0.04295521824022169,0.13553648377252597,0.21887699802210533
"Weather_Partly Cloudy, Incident_Traffic",Time_Afternoon,0.02846,0.29636,0.01114,0.39142656359803235,1.3207806842962355,1.0,0.0027055944000000005,1.1562121478060046,0.2499866487487023,0.035513899515429735,0.13510682109890332,0.2145079909365516
"Incident_Trespassing, Temp_Hot, Priority_Priority2, Weekday",Weather_Clear,0.0193,0.4202,0.01066,0.5523316062176166,1.3144493246492541,1.0,0.0025501399999999994,1.2951550925925925,0.24393304854995979,0.024857755806361344,0.22789169751227414,0.28885023909167357
"Weather_Clear, Time_Night, Priority_Priority2",Temp_Warm,0.03916,0.37422,0.01924,0.491317671092952,1.3129113117763669,1.0,0.004585544800000001,1.230198032128514,0.2480474681673633,0.04881514182777694,0.18712274456350794,0.27136563903105726
"Incident_Trespassing, Priority_Priority2",Time_Morning,0.10172,0.23182,0.03094,0.304168305151396,1.3120882803528426,1.0,0.007359269599999999,1.1039738570217574,0.26479066695270737,0.10224719101123596,0.09418144855554164,0.21881696251444355
"Time_Night, Priority_Priority1",Weekend,0.03634,0.29176,0.01388,0.38194826637314255,1.3091179955207792,1.0,0.0032774416,1.1459234906500446,0.24503135589991593,0.04417287250970658,0.12734139045117832,0.21476080716518384
"Temp_Hot, Priority_Priority3","Weather_Clear, Weekday",0.0443,0.29422,0.01706,0.38510158013544016,1.3088898787826801,1.0,0.004026053999999999,1.1477993392070485,0.2469329147592387,0.053070366453057925,0.1287675764904647,0.22154270088275646
Incident_Crashes,Time_Afternoon,0.07526,0.29636,0.02916,0.38745681636991763,1.307385667329996,1.0,0.0068559464,1.1487190108459873,0.2542495836074251,0.08514863049699235,0.12946509062861353,0.24292533084658657
"Temp_Hot, Priority_Priority1",Weather_Clear,0.03674,0.4202,0.02018,0.5492651061513336,1.307151609117881,1.0,0.004741851999999998,1.286343719806763,0.24394016132901172,0.04620386482278597,0.22260280467632562,0.2986449281351623
"Temp_Hot, Weekday",Weather_Clear,0.15824,0.4202,0.0869,0.5491658240647119,1.3069153357085004,1.0,0.02040755200000001,1.2860604429492573,0.27898628311025253,0.1767913089473898,0.2224315696183372,0.3779860533936125
"Temp_Hot, Time_Evening",Weather_Clear,0.06286,0.4202,0.03446,0.5482023544384346,1.3046224522571026,1.0,0.008046227999999996,1.2833178873239435,0.24915670925818906,0.07681676326348638,0.2207698420807771,0.31510546089365804
"Incident_Trespassing, Temp_Hot, Priority_Priority2",Weather_Clear,0.02524,0.4202,0.01382,0.5475435816164819,1.3030546920906279,1.0,0.0032141520000000014,1.2814493870402803,0.23859463213298154,0.03201890551874334,0.21963363507499456,0.29021634102242466
"Time_Night, Priority_Priority2, Temp_Warm","Weather_Clear, Weekday",0.03362,0.29422,0.01288,0.3831052944675789,1.3021048686954624,1.0,0.002988323600000002,1.1440850337512056,0.24008433728280199,0.04089408178816358,0.1259390949978448,0.21344103007656018
"Temp_Hot, Incident_Welfare",Weather_Clear,0.02344,0.4202,0.01282,0.5469283276450512,1.301590498917304,1.0,0.002970512,1.2797092278719395,0.2372708326863426,0.029757207186295896,0.21857248645231314,0.2887188044698364
"Weather_Partly Cloudy, Temp_Mild, Priority_Priority1",Time_Evening,0.02932,0.30102,0.01148,0.3915416098226467,1.3007162641108454,1.0,0.002654093600000001,1.148772062780269,0.23817614692756794,0.036003261619519535,0.12950529317383427,0.21483930534318835
"Time_Night, Temp_Cold",Weather_Clear,0.02346,0.4202,0.01282,0.546462063086104,1.300480873598534,1.0,0.002962107999999998,1.2783936090225563,0.2366044054996679,0.02975582582861387,0.21776830473629527,0.2884856721903628
"Incident_Trespassing, Temp_Hot, Weekday",Weather_Clear,0.02054,0.4202,0.0112,0.5452775073028238,1.2976618450804944,1.0,0.0025690920000000003,1.2750633832976446,0.2341935497985771,0.026074405177631883,0.21572526268165532,0.28596574080038856
"Weather_Clear, Time_Night, Weekday",Temp_Warm,0.05238,0.37422,0.02542,0.4852997327224131,1.2968300270493642,1.0,0.005818356400000002,1.21581440652819,0.24154083082731054,0.06336307891719428,0.1775060448119357,0.2766138447696294
"Weather_Clear, Incident_Disturbance, Weekday",Time_Evening,0.03754,0.30102,0.01464,0.3899840170484817,1.2955418810992017,1.0,0.0033397092000000007,1.145838829694323,0.23701994172719298,0.04519634477648802,0.12727691357189286,0.21930932963247285
"Temp_Hot, Time_Afternoon","Weather_Clear, Weekday",0.1189,0.29422,0.0452,0.3801513877207737,1.292065079602929,1.0,0.010217241999999994,1.1386328629579376,0.2565488332665422,0.1228527940856708,0.12175378690353048,0.26688896284278096
