antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Weather_Clear, Incident_Traffic",Weekday,0.02624,0.70824,0.01932,0.7362804878048781,1.0395917878189287,1.0,0.0007357824000000027,1.1063269364161852,0.03911022752555007,0.02701493372112534,0.09610806075157016,0.3817796881586234
"Incident_Trespassing, Time_Afternoon",Weather_Partly Cloudy,0.03696,0.4435,0.01704,0.461038961038961,1.0395466990731927,1.0,0.0006482399999999978,1.0325421686746987,0.03950225693753804,0.0367701005567304,0.03151655173218512,0.24973030351835313
Weather_Drizzle,Weekday,0.11254,0.70824,0.08284,0.7360938333037143,1.0393282408558036,1.0,0.0031346703999999975,1.105544457912458,0.04263860674624508,0.11225844919641163,0.0954683071830075,0.42652991676481317
"Weather_Drizzle, Temp_Mild",Priority_Priority2,0.03426,0.505,0.01798,0.524810274372446,1.0392282660840515,1.0,0.0006787000000000008,1.041689189189189,0.039086604281827836,0.03449201964395335,0.040020756307971674,0.2802071173842428
"Incident_Disturbance, Time_Morning",Weekday,0.02356,0.70824,0.01734,0.7359932088285229,1.0391861640524722,1.0,0.0006538656000000011,1.1051230868167203,0.03861836068854891,0.024270078100943372,0.09512341934645922,0.3802382174267996
"Incident_Disturbance, Time_Morning",Priority_Priority2,0.02356,0.505,0.01236,0.5246179966044142,1.038847518028543,1.0,0.0004621999999999994,1.041267857142857,0.03829710172306793,0.023944207671445176,0.03963231637255396,0.27454662206458336
"Weather_Clear, Time_Afternoon, Weekend",Priority_Priority2,0.03374,0.505,0.0177,0.5245998814463545,1.0388116464284247,1.0,0.0006613000000000001,1.0412281795511222,0.03866617879339304,0.03397052049746661,0.039595720093645446,0.2798246931984248
Time_Evening,"Weather_Clear, Weekday",0.30102,0.29422,0.092,0.3056275330542821,1.0387721196869082,1.0,0.0034338956000000004,1.0164285503779544,0.05339917046827242,0.18281535648994515,0.016163015464141946,0.3091593582612176
"Weather_Clear, Weekday",Time_Evening,0.29422,0.30102,0.092,0.3126911834681531,1.0387721196869082,1.0,0.0034338956000000004,1.0169809890218575,0.052884683858869685,0.18281535648994515,0.016697449809941776,0.3091593582612176
"Time_Afternoon, Temp_Warm",Weekday,0.10104,0.70824,0.07432,0.735550277117973,1.0385607662910497,1.0,0.0027594303999999986,1.1032720958083833,0.04130221809716151,0.10112114945031021,0.09360528214276484,0.42024322847201034
"Weather_Clear, Temp_Hot, Priority_Priority2",Weekday,0.05986,0.70824,0.04402,0.735382559305045,1.0383239569991034,1.0,0.0016247536000000007,1.102572828282828,0.03925951577755196,0.06079438736051264,0.09303043359283333,0.3987683156855057
"Weekend, Incident_Welfare",Weather_Clear,0.0287,0.4202,0.01252,0.4362369337979094,1.03816500189888,1.0,0.0004602599999999988,1.0284462299134733,0.0378482248848665,0.028690590769512806,0.027659423590737118,0.23301613467620363
"Time_Afternoon, Weekend, Temp_Mild",Priority_Priority2,0.02022,0.505,0.0106,0.5242334322453017,1.038086004446142,1.0,0.00038890000000000105,1.0404261954261955,0.03744583400894396,0.020597722591426684,0.038855418677377206,0.27261176562760137
Incident_Auto,Weather_Partly Cloudy,0.03332,0.4435,0.01534,0.4603841536614645,1.0380702450089392,1.0,0.0005625799999999983,1.0312892102335929,0.03793815405180661,0.03324087717777585,0.030339898762739455,0.24748632711258117
Incident_Assistance,"Weather_Clear, Weekday",0.05514,0.29422,0.01684,0.3054044250997461,1.038013816530984,1.0,0.0006167092000000027,1.0161020678851176,0.03875884941769972,0.050643570311560214,0.01584690002514395,0.18132025347163228
"Temp_Warm, Incident_Welfare, Priority_Priority1",Weekday,0.01978,0.70824,0.01454,0.7350859453993934,1.037905152772215,1.0,0.0005310128000000011,1.1013383206106875,0.037257784282600986,0.02037898749789763,0.09201379695432356,0.3778078546606139
"Incident_Disturbance, Weekend",Weather_Partly Cloudy,0.04202,0.4435,0.01934,0.4602570204664445,1.0377835861701117,1.0,0.0007041299999999973,1.031046296296296,0.0380049299269901,0.04148612124072247,0.030111447379055717,0.2519323433786563
Incident_Other,"Weather_Clear, Weekday",0.04736,0.29422,0.01446,0.30532094594594594,1.0377300861462373,1.0,0.0005257408000000022,1.015979963525836,0.03816581806761025,0.044203961848862806,0.015728620740097423,0.17723392141291588
"Weekday, Incident_Traffic",Priority_Priority2,0.04698,0.505,0.02462,0.5240527884206045,1.0377282939021872,1.0,0.0008950999999999994,1.040031305903399,0.038148853784423384,0.04668537621359223,0.03849048165778695,0.28640263183406467
"Incident_Trespassing, Temp_Warm","Weather_Partly Cloudy, Weekday",0.04062,0.3118,0.01314,0.32348596750369274,1.0374790490817598,1.0,0.0004746839999999995,1.0172737991266374,0.037654645870511275,0.03872907333176138,0.016980481696734554,0.18281418323869691
"Incident_Trespassing, Time_Morning","Weather_Partly Cloudy, Weekday",0.03234,0.3118,0.01046,0.3234384662956092,1.037326703962826,1.0,0.00037638800000000007,1.0172023765996343,0.03718615671346726,0.031347398705346446,0.016911459307772686,0.1784928059508835
"Incident_Welfare, Priority_Priority1",Time_Evening,0.04926,0.30102,0.01538,0.31222086885911493,1.0372097164943024,1.0,0.0005517548000000001,1.0162855608028334,0.0377335806291249,0.0459241564646163,0.01602459134612567,0.18165690974681215
"Priority_Priority0, Time_Evening","Weather_Clear, Weekday",0.04306,0.29422,0.01314,0.30515559684161636,1.0371680947645177,1.0,0.0004708868000000005,1.015738195187166,0.03744867383760881,0.04053803911889924,0.015494342205242963,0.17490802750108825
"Time_Evening, Priority_Priority2, Temp_Warm",Weekday,0.05334,0.70824,0.03918,0.734533183352081,1.0371246799843006,1.0,0.001402478400000004,1.0990450847457627,0.03781270292792768,0.0542358803986711,0.0901192190570365,0.3949267068912218
"Incident_Suspicious, Time_Evening",Weather_Clear,0.03006,0.4202,0.0131,0.4357950765136394,1.0371134614793893,1.0,0.0004687879999999995,1.0276408018867924,0.03689438883998015,0.029966145118492087,0.026897337898653666,0.23348535358285494
"Weather_Clear, Priority_Priority2, Temp_Warm",Weekend,0.07046,0.29176,0.02132,0.3025830258302583,1.037095646525426,1.0,0.0007625903999999989,1.01551873015873,0.03848008744949634,0.06254033440891757,0.015281579450833464,0.18782839254221992
"Weather_Partly Cloudy, Incident_Welfare, Temp_Warm",Weekday,0.01762,0.70824,0.01294,0.7343927355278093,1.0369263745733215,1.0,0.00046081120000000114,1.0984639316239315,0.036250102383597216,0.01815070414632778,0.0896378377015673,0.3763316891238956
"Weather_Partly Cloudy, Incident_Traffic",Weekday,0.02846,0.70824,0.0209,0.7343640196767393,1.0368858292058332,1.0,0.000743489600000001,1.098345185185185,0.03661574929675607,0.029198100027940765,0.08953941485035397,0.38193689518796864
"Incident_Disturbance, Priority_Priority2",Temp_Mild,0.06418,0.32674,0.02174,0.3387348083515114,1.0367105599299486,1.0,0.0007698268000000015,1.0181391800188502,0.03783913185799092,0.05888726366542066,0.017816012166936103,0.20263544604390774
"Incident_Alarms, Weekend, Priority_Priority2",Weather_Clear,0.02516,0.4202,0.01096,0.4356120826709062,1.036677969231095,1.0,0.00038776800000000014,1.0273076056338029,0.03629343479012241,0.025230202578268874,0.02658172244033487,0.23084745018838027
"Weather_Partly Cloudy, Weekday, Priority_Priority1",Temp_Warm,0.05336,0.37422,0.0207,0.3879310344827586,1.0366389676734504,1.0,0.0007316207999999991,1.0224011267605635,0.0373362629933237,0.050874950845458115,0.021910311104155807,0.22162304489890697
"Weather_Partly Cloudy, Priority_Priority2",Time_Afternoon,0.2233,0.29636,0.0686,0.3072100313479624,1.036610984437719,1.0,0.0024228119999999964,1.0156613574660636,0.045471815609210015,0.15208619695827605,0.015419861502987839,0.2693426320864525
"Priority_Priority2, Weekday, Time_Morning",Temp_Mild,0.09318,0.32674,0.03156,0.33869929169349644,1.0366018598686921,1.0,0.0011143667999999989,1.0180844985394353,0.03893768077524573,0.08126480585024204,0.017763258909628474,0.21764492649803058
"Weather_Partly Cloudy, Temp_Hot, Time_Afternoon",Weekend,0.05046,0.29176,0.01526,0.3024177566389219,1.0365291905638945,1.0,0.0005377903999999982,1.0152781363636363,0.03711463957535776,0.04667237582578908,0.015048227491982771,0.17736050979738802
"Temp_Mild, Priority_Priority2, Weekday",Time_Evening,0.11546,0.30102,0.03602,0.3119695132513425,1.0363747035125324,1.0,0.0012642308000000019,1.0159142849949647,0.03967940773778191,0.09467486726594124,0.015664987912876578,0.21581466825944973
"Time_Afternoon, Temp_Mild",Weather_Partly Cloudy,0.06946,0.4435,0.03192,0.45954506190613303,1.0361782681085299,1.0,0.0011144899999999992,1.0296880660628662,0.03752133196920771,0.06635622817229336,0.02883209686636663,0.26575900220447574
"Weather_Clear, Priority_Priority3, Incident_Welfare",Weekday,0.01548,0.70824,0.01136,0.7338501291989664,1.036160241159729,1.0,0.00039644479999999954,1.0962244660194176,0.035447029881723977,0.01594699309337975,0.08777806827175225,0.3749449448660595
"Time_Evening, Incident_Crashes",Weekday,0.01976,0.70824,0.0145,0.7338056680161944,1.0360974641593166,1.0,0.0005051776000000018,1.096041368821293,0.035542147313677004,0.020322354590049056,0.08762567869548403,0.37713947695399125
"Priority_Priority3, Temp_Warm","Weather_Partly Cloudy, Weekday",0.0691,0.3118,0.02232,0.32301013024602027,1.0359529513983972,1.0,0.0007746200000000002,1.0165587858058998,0.03728133755786496,0.062245524011378214,0.01628905877073561,0.19729723959382475
"Incident_Welfare, Temp_Warm",Weekday,0.03988,0.70824,0.02926,0.7337011033099299,1.035949823943762,1.0,0.0010153888000000028,1.0956109981167612,0.03614369347600072,0.04070333583729794,0.08726728581686968,0.3875073911444036
"Temp_Mild, Priority_Priority2",Time_Evening,0.16368,0.30102,0.05104,0.3118279569892473,1.0359044481737005,1.0,0.0017690464000000017,1.0157053124999997,0.04144346661564955,0.12338635594449547,0.015462469583174487,0.2406923985331593
"Weather_Clear, Temp_Hot",Weekday,0.11846,0.70824,0.0869,0.733580955596826,1.035780181289995,1.0,0.0030018896000000156,1.0951169074778204,0.03918617886843248,0.11746417950797514,0.08685548257755014,0.4281397379362194
"Weather_Partly Cloudy, Temp_Mild, Time_Morning",Weekday,0.03752,0.70824,0.02752,0.7334754797441365,1.035631254580561,1.0,0.0009468352000000027,1.0946835200000002,0.03574655975938139,0.03831588327021608,0.08649396676767389,0.3861661822079996
"Incident_Alarms, Weekday",Temp_Mild,0.07088,0.32674,0.02398,0.3383182844243793,1.035435772860315,1.0,0.0008206688000000038,1.0174982686567164,0.03683383475093276,0.06417942404453486,0.01719734489555195,0.20585498600235919
"Time_Evening, Incident_Assistance",Weekday,0.01814,0.70824,0.0133,0.733186328555678,1.035222987342819,1.0,0.0004525264000000001,1.0934971900826445,0.03465314948504213,0.018651483704493182,0.08550290840306422,0.3759826367730384
"Weekend, Priority_Priority2",Weather_Clear,0.14286,0.4202,0.06214,0.4349713005739886,1.035153023736289,1.0,0.0021102280000000057,1.0261425668979187,0.03961926091303911,0.12405174478958715,0.02547654462571329,0.2914266307724774
Incident_Disorderly,Weather_Partly Cloudy,0.03508,0.4435,0.0161,0.4589509692132269,1.0348387129948746,1.0,0.000542019999999999,1.0285574288724975,0.0348897717005728,0.03481231620826847,0.027764544857550616,0.24762655563254357
Priority_Priority1,Temp_Warm,0.17684,0.37422,0.06848,0.38724270527030086,1.0347995972163457,1.0,0.0023029351999999947,1.021252631967516,0.04085391752230851,0.14190393302664842,0.020810357106812075,0.2851183330210197
"Time_Afternoon, Priority_Priority3",Weekday,0.06364,0.70824,0.04664,0.7328724072910119,1.034779745977369,1.0,0.0015676063999999976,1.0922121411764705,0.03589513848267733,0.06430974573934146,0.08442695123050419,0.39936289516250584
"Temp_Mild, Weekend, Priority_Priority2",Time_Evening,0.04822,0.30102,0.01502,0.31148900871007884,1.034778448973752,1.0,0.0005048155999999998,1.0152052891566263,0.03531232068953485,0.044940458380707315,0.014977551160374877,0.18069301275979657
"Weather_Partly Cloudy, Priority_Priority3, Temp_Warm",Weekday,0.03046,0.70824,0.02232,0.7327642810242941,1.034627077013857,1.0,0.0007470096000000009,1.0917702211302212,0.034519640286126196,0.031156648705994026,0.08405635119376939,0.3821395108950681
"Priority_Priority3, Incident_Disorderly",Weather_Partly Cloudy,0.03012,0.4435,0.01382,0.4588313413014608,1.0345689770044213,1.0,0.0004617800000000002,1.0283300613496933,0.03445157432757434,0.03005654632448891,0.02754958005653333,0.244996279444417
Incident_Traffic,"Weather_Clear, Weekday",0.06348,0.29422,0.01932,0.30434782608695654,1.0344226296205443,1.0,0.0006429144000000032,1.0145587500000002,0.035532762628820554,0.057095573024410436,0.014349834349169087,0.18500648730763436
Time_Evening,Weather_Clear,0.30102,0.4202,0.13084,0.4346555046176334,1.0344014864769953,1.0,0.004351396000000007,1.025569373604419,0.047579877912506015,0.22161997357634072,0.02493188102385891,0.3730155200384693
Weather_Clear,Time_Evening,0.4202,0.30102,0.13084,0.31137553545930513,1.0344014864769953,1.0,0.004351396000000007,1.0150380011058888,0.05736009496944369,0.22161997357634072,0.014815209962094941,0.3730155200384693
"Temp_Cold, Weekday",Priority_Priority2,0.05028,0.505,0.02626,0.5222752585521082,1.0342084327764518,1.0,0.0008686000000000006,1.0361615320566195,0.034828078883168835,0.04963895504895845,0.03489951222648123,0.28713762927605413
"Priority_Priority0, Time_Night",Temp_Warm,0.0277,0.37422,0.01072,0.38700361010830325,1.0341606811723139,1.0,0.0003541060000000016,1.0208542991755005,0.033973337570094755,0.027402862985685072,0.020428281677751375,0.20782493048838818
"Weather_Partly Cloudy, Temp_Cold, Weekday",Priority_Priority2,0.02076,0.505,0.01084,0.5221579961464354,1.0339762299929414,1.0,0.00035620000000000096,1.0359072580645161,0.03355640966237701,0.021051813873999844,0.03466261847764733,0.27181167134054446
"Weather_Clear, Time_Afternoon, Priority_Priority1",Weekday,0.0189,0.70824,0.01384,0.7322751322751323,1.03393642307005,1.0,0.00045426399999999936,1.0897754940711464,0.03345483982529927,0.019402775830646292,0.08237980626244969,0.37590826533557814
"Time_Morning, Priority_Priority1",Weekday,0.03346,0.70824,0.0245,0.7322175732217574,1.0338551525214015,1.0,0.0008022896000000022,1.0895412500000003,0.03388014390062944,0.034160624651422195,0.08218252406689545,0.38340518331256174
"Incident_Alarms, Time_Evening",Weather_Partly Cloudy,0.02796,0.4435,0.01282,0.45851216022889846,1.0338492902568173,1.0,0.00041974000000000004,1.0277239101717304,0.03368280075016013,0.027952206523635094,0.026976029162441066,0.24370929319223952
"Incident_Trespassing, Time_Evening, Priority_Priority2",Weekday,0.0236,0.70824,0.01728,0.7322033898305085,1.0338351262714736,1.0,0.0005655360000000019,1.0894835443037976,0.033518821976421434,0.02418271383788625,0.08213391085312756,0.3783009494052576
"Time_Afternoon, Incident_Traffic",Weather_Clear,0.02514,0.4202,0.01092,0.43436754176610975,1.0337161869731313,1.0,0.00035617199999999835,1.025047257383966,0.03345760777597129,0.025136964228166286,0.024435222087115793,0.23017758335330712
"Time_Afternoon, Temp_Warm","Priority_Priority2, Weekday",0.10104,0.36214,0.03782,0.37430720506730003,1.0335980699930967,1.0,0.0012293743999999968,1.0194459727934195,0.036159488040166374,0.08891292082001127,0.01907504008293358,0.23937097702970125
"Weather_Partly Cloudy, Time_Afternoon, Temp_Mild, Weekday",Priority_Priority2,0.02334,0.505,0.01218,0.5218508997429306,1.033368118302833,1.0,0.0003932999999999992,1.0352419354838711,0.0330623148220349,0.0235973341599504,0.034042221702890174,0.2729848558120594
Priority_Priority0,Temp_Mild,0.12892,0.32674,0.04352,0.3375736891095253,1.0331569110287242,1.0,0.0013966792000000075,1.0163545573770492,0.036842554644808935,0.10559518610181008,0.016091389818978275,0.2353841390396742
"Weekend, Priority_Priority2",Temp_Mild,0.14286,0.32674,0.04822,0.33753324933501333,1.0330331435851545,1.0,0.0015419236000000086,1.0162925147928994,0.03730644676599379,0.11443352793203285,0.01603132420612149,0.24255618211379423
"Temp_Mild, Incident_Traffic",Weekday,0.01966,0.70824,0.01438,0.7314343845371313,1.0327493286698455,1.0,0.00045600160000000035,1.0863639393939397,0.03234675784334483,0.020153604664200023,0.07949816471459863,0.3758691181693902
"Temp_Hot, Time_Morning",Priority_Priority2,0.03352,0.505,0.01748,0.5214797136038186,1.0326330962451853,1.0,0.000552399999999998,1.0344389027431422,0.03269786303246363,0.033548288039306005,0.03329235071478508,0.27804678749497863
"Weather_Partly Cloudy, Incident_Welfare, Priority_Priority1",Weekday,0.02196,0.70824,0.01606,0.7313296903460839,1.0326015056281541,1.0,0.0005070496000000018,1.085940610169492,0.03228109712703177,0.022488587671885066,0.07913932803017507,0.37700280970483907
"Time_Afternoon, Temp_Mild",Priority_Priority2,0.06946,0.505,0.03622,0.5214511949323353,1.0325766236283866,1.0,0.0011427000000000034,1.0343772563176898,0.03390382791574087,0.0672934007134364,0.03323473723704094,0.29658698360478153
"Incident_Alarms, Priority_Priority2, Weather_Clear",Weekend,0.03638,0.29176,0.01096,0.3012644310060472,1.032576196209375,1.0,0.0003457711999999974,1.0136023288749016,0.03273953130205313,0.034554511633772614,0.013419788498315823,0.16941477651207215
"Temp_Hot, Time_Afternoon","Priority_Priority2, Weekday",0.1189,0.36214,0.04446,0.37392767031118584,1.0325500367570162,1.0,0.0014015539999999924,1.01882796883396,0.03577792716369475,0.10183700581794859,0.018480027453023903,0.24834893484079754
"Weather_Partly Cloudy, Time_Afternoon, Temp_Mild",Weekday,0.03192,0.70824,0.02334,0.7312030075187971,1.0324226357150077,1.0,0.0007329792000000009,1.0854288111888115,0.032439903307402665,0.03256047543316314,0.07870512585274574,0.38207896902541005
"Incident_Trespassing, Time_Afternoon, Priority_Priority2",Weather_Partly Cloudy,0.0346,0.4435,0.01584,0.4578034682080925,1.0322513375605242,1.0,0.0004948999999999995,1.0263805970149253,0.03236346267732219,0.03426643014753602,0.025702548442214687,0.24675968224384331
"Weather_Clear, Weekday, Time_Morning, Temp_Warm",Priority_Priority2,0.02068,0.505,0.01078,0.5212765957446808,1.0322308826627342,1.0,0.0003365999999999994,1.0339999999999998,0.0318838477677555,0.020936104097883084,0.03288201160541569,0.27131156519907307
"Incident_Other, Weekday",Temp_Mild,0.03404,0.32674,0.01148,0.3372502937720329,1.0321671474935206,1.0,0.00035777040000000045,1.0158586170212767,0.0322628980387874,0.03286573146292585,0.015611047399270626,0.1861926317363562
"Priority_Priority3, Incident_Welfare",Temp_Warm,0.03692,0.37422,0.01426,0.3862405200433369,1.0321215329040054,1.0,0.0004437976000000003,1.01958506619594,0.03231491810898195,0.035930255996774844,0.019208859412791914,0.21217322351907641
"Weekday, Priority_Priority1",Weather_Clear,0.1228,0.4202,0.05324,0.4335504885993485,1.0317717482135853,1.0,0.001639439999999999,1.023568717653824,0.03510418197646152,0.1087063051290428,0.02302602380018715,0.2801260296399884
"Incident_Trespassing, Time_Evening",Weekday,0.0257,0.70824,0.01878,0.730739299610895,1.0317679029861275,1.0,0.0005782320000000014,1.0835595375722546,0.0316019463797881,0.026259857933888922,0.07711577875957988,0.37862786735881926
"Time_Afternoon, Priority_Priority1","Weather_Clear, Weekday",0.0456,0.29422,0.01384,0.30350877192982456,1.031570837909811,1.0,0.0004235680000000009,1.0133365239294712,0.03206687371904517,0.04245659242898337,0.013161001912528803,0.17527420106925598
"Time_Afternoon, Incident_Assistance",Weekday,0.01596,0.70824,0.01166,0.730576441102757,1.0315379547932297,1.0,0.00035648960000000084,1.0829045581395353,0.03106959282847216,0.01636399360035928,0.07655758535356803,0.37351989343062847
Incident_Crashes,"Weather_Clear, Weekday",0.07526,0.29422,0.02284,0.3034812649481797,1.031477346707157,1.0,0.0006970028000000024,1.0132965051507061,0.03300036774666679,0.06588968382183245,0.013122028037319974,0.19055512503068014
"Weather_Clear, Incident_Welfare",Time_Evening,0.04316,0.30102,0.0134,0.31047265987025024,1.0314020990972368,1.0,0.00040797680000000114,1.0137088978494624,0.03181935313192002,0.04051030896668481,0.013523505494077421,0.17749398723364349
"Weather_Partly Cloudy, Time_Evening, Priority_Priority2, Weekday",Temp_Warm,0.04866,0.37422,0.01878,0.38594327990135635,1.031327240396976,1.0,0.0005704548000000018,1.0190915261044178,0.031929336464436235,0.04647364513734225,0.018733867974937445,0.2180638317095366
"Time_Afternoon, Priority_Priority1","Weather_Partly Cloudy, Weekday",0.0456,0.3118,0.01466,0.32149122807017544,1.0310815525021662,1.0,0.0004419199999999984,1.0142831286360696,0.03158488179683888,0.04277294742370309,0.014081993708479248,0.1842542734321371
"Weather_Clear, Time_Evening, Priority_Priority2, Temp_Hot",Weekday,0.01742,0.70824,0.01272,0.7301951779563719,1.0309996300073025,1.0,0.0003824591999999991,1.0813742978723402,0.03060060979239477,0.01784161360002244,0.07525081558942938,0.37407759575554955
"Time_Evening, Weekday, Priority_Priority1",Weather_Partly Cloudy,0.04274,0.4435,0.01954,0.45718296677585396,1.0308522362476977,1.0,0.0005848099999999981,1.0252073275862068,0.031265135771876604,0.04186843796871652,0.024587541376197584,0.2506207956765403
"Weekday, Incident_Assistance",Weather_Clear,0.03888,0.4202,0.01684,0.43312757201646096,1.030765283237651,1.0,0.0005026240000000001,1.0228050816696914,0.03105442700064494,0.038078871201157743,0.02229660575450318,0.23660186311437043
"Weekend, Incident_Welfare",Weather_Partly Cloudy,0.0287,0.4435,0.01312,0.45714285714285713,1.0307617973908842,1.0,0.0003915499999999992,1.0251315789473683,0.030725573973025777,0.02857889692428335,0.02451546656398405,0.24336286036398774
"Temp_Hot, Weekday, Time_Morning",Priority_Priority2,0.02436,0.505,0.01268,0.5205254515599343,1.0307434684355135,1.0,0.0003782000000000004,1.0323801369863015,0.030571213175672345,0.02454130215994426,0.03136454860592797,0.27281718122551174
"Incident_Auto, Priority_Priority3",Weekday,0.02866,0.70824,0.02092,0.729937194696441,1.030635370349657,1.0,0.000621841599999999,1.0803412919896642,0.03060178915086883,0.02921869325958826,0.07436658450932632,0.3797376022053311
"Weather_Partly Cloudy, Time_Evening, Weekday",Temp_Warm,0.09844,0.37422,0.03796,0.38561560341324663,1.0304516151281242,1.0,0.0011217832000000039,1.0185480026455027,0.03277842583685071,0.08732459167241777,0.018210239082819258,0.2435266302032296
"Time_Afternoon, Temp_Mild, Weekday",Priority_Priority2,0.04924,0.505,0.02562,0.5203086921202275,1.0303142418222326,1.0,0.0007538000000000024,1.031913632514818,0.03094611290711883,0.04846581665468579,0.030926650747934246,0.2855206826937771
"Priority_Priority3, Temp_Warm",Weekday,0.0691,0.70824,0.05042,0.7296671490593344,1.0302540792094974,1.0,0.001480616000000004,1.079262098501071,0.03154543834156399,0.0693611401529742,0.07344100993739514,0.40042885296635533
"Weather_Clear, Incident_Crashes",Weekday,0.03132,0.70824,0.02284,0.7292464878671775,1.0296601263232485,1.0,0.0006579232000000004,1.077585283018868,0.029737110612618405,0.031867395914722624,0.07199920437063859,0.3807477215118108
Incident_Alarms,Temp_Mild,0.09946,0.32674,0.03346,0.3364166499095113,1.0296157492486728,1.0,0.0009624395999999966,1.0145824181818182,0.03194070805972273,0.08519631308244639,0.014372827599309832,0.21941111616489214
"Weather_Drizzle, Time_Afternoon",Priority_Priority2,0.0347,0.505,0.01804,0.5198847262247839,1.0294747053956117,1.0,0.0005164999999999996,1.0310024009603842,0.029660023204302347,0.03458191158992447,0.03007015398946237,0.2778037492510058
"Priority_Priority2, Temp_Warm",Weekday,0.18872,0.70824,0.13758,0.7290165324289953,1.0293354405695743,1.0,0.0039209472000000245,1.0766708486507626,0.035128929800239864,0.18117411572598702,0.07121103793870082,0.46163635838664274
Priority_Priority1,Weather_Clear,0.17684,0.4202,0.07648,0.43248133906356034,1.029227365691481,1.0,0.0021718319999999985,1.0216404145077722,0.03449801367563836,0.14691870293530046,0.021182026670507635,0.3072449532062209
"Incident_Auto, Weekday",Weather_Partly Cloudy,0.02428,0.4435,0.01108,0.4563426688632619,1.028957539714232,1.0,0.0003118199999999991,1.0236227272727272,0.028842905011661396,0.024261002846507552,0.023077572081333167,0.24066287896376173
Incident_Auto,Weekday,0.03332,0.70824,0.02428,0.7286914765906362,1.0288764777344348,1.0,0.0006814431999999995,1.0753808849557518,0.029033423319026176,0.033850100379210345,0.07009691729721748,0.38148682041437376
"Time_Afternoon, Priority_Priority3, Weekday",Weather_Partly Cloudy,0.04664,0.4435,0.02128,0.4562607204116638,1.02877276304772,1.0,0.0005951600000000008,1.023468454258675,0.02933628966264789,0.04538668259181845,0.022930315205146122,0.25212134104010475
"Time_Evening, Incident_Welfare",Temp_Mild,0.03112,0.32674,0.01046,0.3361182519280206,1.0287024910571727,1.0,0.0002918512000000019,1.0141263891577927,0.02879783291993313,0.030109383995394364,0.013929614009477185,0.1840657367248599
"Weather_Partly Cloudy, Priority_Priority2, Temp_Warm",Weekday,0.08116,0.70824,0.05912,0.7284376540167571,1.0285180927605855,1.0,0.0016392416000000007,1.0743757531760438,0.0301764848058996,0.08095525004108013,0.06922694686302819,0.4059560912126031
"Time_Evening, Weekday",Weather_Clear,0.21292,0.4202,0.092,0.4320871688897238,1.0282893119698329,1.0,0.002531015999999997,1.0209313264968574,0.034953300145170556,0.17001774098166764,0.020502188495556743,0.32551526459717034
"Weather_Partly Cloudy, Temp_Hot, Time_Afternoon",Priority_Priority2,0.05046,0.505,0.0262,0.5192231470471661,1.0281646476181507,1.0,0.0007177000000000017,1.0295836768342952,0.028848842356290864,0.049503079771756796,0.028733630398315346,0.285552167582989
Time_Afternoon,"Priority_Priority2, Weekday",0.29636,0.36214,0.11034,0.3723174517478742,1.0281036387802347,1.0,0.0030161895999999827,1.016214329641974,0.03884857906652545,0.20129159369527141,0.015955619960295608,0.33850312306839225
"Priority_Priority2, Weekday",Time_Afternoon,0.36214,0.29636,0.11034,0.30468879438891033,1.0281036387802345,1.0,0.0030161895999999827,1.0119785131056394,0.04285488065464205,0.20129159369527141,0.011836726719501905,0.33850312306839225
"Weather_Partly Cloudy, Incident_Welfare",Temp_Warm,0.0458,0.37422,0.01762,0.38471615720524016,1.0280480925798732,1.0,0.0004807240000000018,1.0170590489709015,0.0285923919366225,0.04378727634194831,0.016772918925565157,0.21590037992269917
"Weather_Drizzle, Priority_Priority1",Weekday,0.01824,0.70824,0.01328,0.7280701754385965,1.0279992311061175,1.0,0.00036170240000000034,1.0729238709677422,0.027742652487394194,0.01862030286034773,0.06796742335685683,0.37341044070698604
"Weather_Partly Cloudy, Time_Afternoon","Priority_Priority2, Weekday",0.13336,0.36214,0.04964,0.37222555488902215,1.0278498781935774,1.0,0.0013450095999999953,1.0160655709507882,0.031264744301684105,0.1113353967613152,0.015811549382344293,0.2546498073224588
"Weather_Clear, Temp_Mild, Time_Morning",Weekday,0.02404,0.70824,0.0175,0.7279534109816973,1.02783436544349,1.0,0.00047391040000000287,1.0724633639143737,0.02774764773731961,0.024483057724054957,0.06756721614236812,0.3763312745634794
"Priority_Priority0, Weekday",Temp_Mild,0.08844,0.32674,0.0297,0.33582089552238803,1.0277924206475733,1.0,0.0008031144000000025,1.0136723595505617,0.029664409242275844,0.07704679879630591,0.013487947482975457,0.2133594286022297
"Temp_Mild, Priority_Priority2, Time_Morning",Weekday,0.04336,0.70824,0.03156,0.7278597785977858,1.0277021611286934,1.0,0.0008507135999999971,1.0720943728813555,0.028177200684016267,0.043830898283428704,0.06724629352133894,0.386210472152163
Weekend,Weather_Clear,0.29176,0.4202,0.12598,0.431793254729915,1.027589849428641,1.0,0.0033824479999999962,1.0204032332006274,0.0379095887787918,0.2149902727055531,0.01999526514300614,0.3658014345996077
"Time_Evening, Priority_Priority2",Weather_Clear,0.14532,0.4202,0.06274,0.43173685659234795,1.0274556320617514,1.0,0.0016765359999999993,1.020301961734076,0.031265460358903124,0.1247861887903258,0.019897993432818097,0.2905233545217808
